Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
2008,59011.08491,09-26-2013 08:24:20,1620.759972,7,12,-2.599730968,3.05073452,18.4697197,19.39660139,64.25639233,59.42543091,-0.000129557,0.039046813,0,0,0
2009,59041.10014,09-26-2013 08:24:50,1650.775203,7,12,-2.599911213,3.045714617,18.4697197,19.41827818,64.25639233,59.49150508,-0.000129509,0.039046813,0,0,0
2010,59071.11536,09-26-2013 08:25:20,1680.790424,7,12,-2.599730968,3.040370703,18.4697197,19.43995494,64.25639233,59.55746917,-0.000161934,0.039046813,0,0,0
2011,59101.13055,09-26-2013 08:25:50,1710.805618,7,12,-2.599911213,3.034864902,18.4697197,19.46163172,64.25639233,59.62331654,-0.000161934,0.039046813,0,0,0
2012,59131.14586,09-26-2013 08:26:20,1740.820926,7,12,-2.599911213,3.028873444,18.4697197,19.48330861,64.25639233,59.68903921,-0.000161934,0.039046813,0,0,0
2013,59161.16102,09-26-2013 08:26:50,1770.836085,7,12,-2.599911213,3.022396088,18.4697197,19.50498537,64.25639233,59.75462447,-0.000161934,0.039046813,0,0,0
2014,59191.17615,09-26-2013 08:27:20,1800.851219,7,12,-2.599911213,3.014785051,18.4697197,19.52666209,64.25639233,59.82005836,-0.000259113,0.039046813,0,0,0
2015,59221.19151,09-26-2013 08:27:50,1830.866576,7,12,-2.599730968,3.00652647,18.4697197,19.54833901,64.25639233,59.88532296,-0.000259113,0.039046813,0,0,0
2016,59251.20682,09-26-2013 08:28:20,1860.881891,7,12,-2.599911213,2.996972322,18.4697197,19.57001589,64.25639233,59.95039464,-0.000259113,0.039046813,0,0,0
2017,59281.22125,09-26-2013 08:28:50,1890.896315,7,12,-2.599911213,2.986122847,18.4697197,19.59168144,64.25639233,60.01521241,-0.000356245,0.039046813,0,0,0
2018,59311.22161,09-26-2013 08:29:20,1920.896673,7,12,-2.599911213,2.973654032,18.4697197,19.61335801,64.25639233,60.07980957,-0.000356245,0.039046813,0,0,0
2019,59341.23682,09-26-2013 08:29:50,1950.911887,7,12,-2.599911213,2.959241867,18.4697197,19.63503471,64.25639233,60.14411573,-0.000453424,0.039046813,0,0,0
2020,59371.25203,09-26-2013 08:30:20,1980.927098,7,12,-2.599730968,2.942724466,18.4697197,19.65671142,64.25639233,60.20808551,-0.000485802,0.039046813,0,0,0
2021,59401.26704,09-26-2013 08:30:50,2010.942103,7,12,-2.599911213,2.923292398,18.4697197,19.67838802,64.25639233,60.27166531,-0.000582981,0.039046813,0,0,0
2022,59431.28223,09-26-2013 08:31:20,2040.957297,7,12,-2.599911213,2.900783539,18.4697197,19.70006476,64.25639233,60.33479377,-0.000647736,0.039046813,0,0,0
2023,59461.28234,09-26-2013 08:31:50,2070.957411,7,12,-2.600091696,2.874712229,18.4697197,19.72173057,64.25639233,60.39736679,-0.000777292,0.039046813,0,0,0
2024,59491.29738,09-26-2013 08:32:20,2100.972446,7,12,-2.599911213,2.843782902,18.4697197,19.74340716,64.25639233,60.45935488,-0.000939226,0.039046813,0,0,0
2025,59521.3126,09-26-2013 08:32:50,2130.987663,7,12,-2.599911213,2.806861877,18.4697197,19.76508389,64.25639233,60.52061203,-0.001165962,0.039046813,0,0,0
2026,59551.32775,09-26-2013 08:33:20,2161.002812,7,12,-2.599730968,2.762168169,18.4697197,19.78676055,64.25639233,60.58098793,-0.001392651,0.039046813,0,0,0
2027,59581.34308,09-26-2013 08:33:50,2191.018151,7,12,-2.599911213,2.705977201,18.4697197,19.80843733,64.25639233,60.64027832,-0.001748848,0.039046813,0,0,0
2028,59611.35817,09-26-2013 08:34:20,2221.033236,7,12,-2.599911213,2.631487608,18.4697197,19.83011396,64.25639233,60.6981699,-0.002493763,0.039046813,0,0,0
2029,59641.37339,09-26-2013 08:34:50,2251.048461,7,12,-2.599911213,2.519915104,18.4697197,19.85179061,64.25639233,60.75410353,-0.003951168,0.039046813,0,0,0
2030,59671.38869,09-26-2013 08:35:20,2281.063759,7,12,-2.599911213,2.286568165,18.4697197,19.87346735,64.25639233,60.80661339,-0.010266637,0.039046813,0,0,0
2031,59687.41978,09-26-2013 08:35:36,2297.094843,7,12,-2.599911213,1.999783158,18.4697197,19.88504484,64.25639233,60.83159892,-0.019334912,0.039046813,0,0,0
2032,59687.43654,09-26-2013 08:35:37,0.015524678,8,12,-0.000354066,2.113460779,18.4697197,19.88504486,64.25639233,60.83159897,0.008679676,0.038488999,0,0,0
2033,59717.45275,09-26-2013 08:36:07,30.0150701,9,12,0,2.526068449,18.4697197,19.88504486,64.25639233,60.83159897,0.002558565,0.038488999,0,0,0
2034,59747.46789,09-26-2013 08:36:37,60.03021368,9,12,0,2.580640316,18.4697197,19.88504486,64.25639233,60.83159897,0.001230717,0.038488999,0,0,0
2035,59777.48322,09-26-2013 08:37:07,90.04553574,9,12,0,2.609140635,18.4697197,19.88504486,64.25639233,60.83159897,0.000680113,0.038488999,0,0,0
2036,59807.45159,09-26-2013 08:37:37,120.0139151,9,12,0,2.628086805,18.4697197,19.88504486,64.25639233,60.83159897,0.000453377,0.038488999,0,0,0
2037,59837.46557,09-26-2013 08:38:07,30.01508643,10,12,2.599744081,2.979807377,18.49139596,19.88504486,64.31915052,60.83159897,0.003854036,0.038488999,0,0,0
2038,59867.48019,09-26-2013 08:38:37,60.02970196,10,12,2.599744081,3.075186491,18.51306098,19.88504486,64.38482301,60.83159897,0.002267075,0.038488999,0,0,0
2039,59897.48039,09-26-2013 08:39:07,90.02990203,10,12,2.599924326,3.140931606,18.5347373,19.88504486,64.45222802,60.83159897,0.001716471,0.038488999,0,0,0
2040,59927.49557,09-26-2013 08:39:37,120.0450783,10,12,2.599563837,3.191131115,18.55641366,19.88504486,64.52087556,60.83159897,0.001327848,0.038488999,0,0,0
2041,59957.51014,09-26-2013 08:40:07,150.0596555,10,12,2.600104809,3.232100487,18.57807881,19.88504486,64.59047001,60.83159897,0.00110116,0.038488999,0,0,0
2042,59987.52617,09-26-2013 08:40:37,180.0756832,10,12,2.599744081,3.266430378,18.5997666,19.88504486,64.66094815,60.83159897,0.000971603,0.038488999,0,0,0
2043,60017.54064,09-26-2013 08:41:07,210.0901482,10,12,2.599924326,3.295578718,18.62143185,19.88504486,64.73203915,60.83159897,0.000777292,0.038488999,0,0,0
2044,60047.54086,09-26-2013 08:41:37,240.0903756,10,12,2.599744081,3.319382906,18.64310827,19.88504486,64.80374455,60.83159897,0.000680113,0.038488999,0,0,0
2045,60077.55616,09-26-2013 08:42:07,270.1056735,10,12,2.599924326,3.334280729,18.66478485,19.88504486,64.87587364,60.83159897,0.000323868,0.038488999,0,0,0
2046,60107.57141,09-26-2013 08:42:37,300.1209225,10,12,2.599744081,3.342863321,18.68646127,19.88504486,64.94825022,60.83159897,0.000194311,0.038488999,0,0,0
2047,60137.58659,09-26-2013 08:43:07,330.1361034,10,12,2.599744081,3.349340677,18.70813764,19.88504486,65.02078595,60.83159897,0.000161934,0.038488999,0,0,0
2048,60167.60131,09-26-2013 08:43:37,360.1508232,10,12,2.599924326,3.355008364,18.72980279,19.88504486,65.09341063,60.83159897,0.000194311,0.038488999,0,0,0
2049,60197.61721,09-26-2013 08:44:07,390.1667172,10,12,2.599744081,3.360028267,18.7514906,19.88504486,65.1662274,60.83159897,0.000129557,0.038488999,0,0,0
2050,60227.63223,09-26-2013 08:44:37,420.1817399,10,12,2.599744081,3.365372181,18.77316684,19.88504486,65.2391198,60.83159897,9.71794E-05,0.038488999,0,0,0
2051,60257.64759,09-26-2013 08:45:07,450.1970973,10,12,2.599744081,3.37055397,18.79484329,19.88504486,65.31212869,60.83159897,9.71317E-05,0.038488999,0,0,0
2052,60287.66282,09-26-2013 08:45:37,480.2123352,10,12,2.599744081,3.376221657,18.81651974,19.88504486,65.38525494,60.83159897,0.000161934,0.038488999,0,0,0
2053,60317.67808,09-26-2013 08:46:07,510.2275933,10,12,2.600104809,3.381889343,18.83819615,19.88504486,65.4584983,60.83159897,0.000226688,0.038488999,0,0,0
2054,60347.6932,09-26-2013 08:46:37,540.2427128,10,12,2.599563837,3.38674736,18.85987203,19.88504486,65.53185549,60.83159897,9.71317E-05,0.038488999,0,0,0
2055,60377.70857,09-26-2013 08:47:07,570.2580768,10,12,2.599744081,3.392091274,18.88154785,19.88504486,65.60532523,60.83159897,0.000161934,0.038488999,0,0,0
2056,60407.72377,09-26-2013 08:47:37,600.2732795,10,12,2.599744081,3.397111177,18.90322366,19.88504486,65.67890451,60.83159897,0.000194311,0.038488999,0,0,0
2057,60437.73881,09-26-2013 08:48:07,630.2883201,10,12,2.599744081,3.401645422,18.92489938,19.88504486,65.75258817,60.83159897,9.71794E-05,0.038488999,0,0,0
2058,60467.75421,09-26-2013 08:48:37,660.3037244,10,12,2.599924326,3.406341314,18.94657577,19.88504486,65.8263763,60.83159897,0.000161934,0.038488999,0,0,0
2059,60497.76943,09-26-2013 08:49:07,690.3189421,10,12,2.599924326,3.410875559,18.96825246,19.88504486,65.90026399,60.83159897,0.000129557,0.038488999,0,0,0
2060,60527.78467,09-26-2013 08:49:37,720.3341829,10,12,2.599924326,3.414923906,18.98992904,19.88504486,65.97424488,60.83159897,9.71794E-05,0.038488999,0,0,0
2061,60557.79981,09-26-2013 08:50:07,750.3493174,10,12,2.599744081,3.41913414,19.0116056,19.88504486,66.04831441,60.83159897,0.000161934,0.038488999,0,0,0
2062,60587.81512,09-26-2013 08:50:37,780.364631,10,12,2.600104809,3.422696829,19.03328234,19.88504486,66.12246738,60.83159897,9.71794E-05,0.038488999,0,0,0
2063,60617.83039,09-26-2013 08:51:07,810.3798967,10,12,2.599924326,3.426097393,19.05495902,19.88504486,66.19669724,60.83159897,9.71794E-05,0.038488999,0,0,0
2064,60647.84561,09-26-2013 08:51:37,840.3951186,10,12,2.599924326,3.429336071,19.07663566,19.88504486,66.27099752,60.83159897,9.71794E-05,0.038488999,0,0,0
2065,60677.86085,09-26-2013 08:52:07,870.4103577,10,12,2.599744081,3.432088852,19.09831232,19.88504486,66.34536238,60.83159897,6.47545E-05,0.038488999,0,0,0
2066,60707.87611,09-26-2013 08:52:37,900.4256263,10,12,2.599924326,3.434679747,19.11998898,19.88504486,66.41978725,60.83159897,6.47545E-05,0.038488999,0,0,0
2067,60737.89072,09-26-2013 08:53:07,930.4402306,10,12,2.599744081,3.437108755,19.14165448,19.88504486,66.49422906,60.83159897,6.47545E-05,0.038488999,0,0,0
2068,60767.9066,09-26-2013 08:53:37,960.456107,10,12,2.600104809,3.439537764,19.16334247,19.88504486,66.56879955,60.83159897,9.71317E-05,0.038488999,0,0,0
2069,60797.92169,09-26-2013 08:54:07,990.4712005,10,12,2.599924326,3.441804886,19.18501915,19.88504486,66.64337978,60.83159897,6.47545E-05,0.038488999,0,0,0
2070,60827.93699,09-26-2013 08:54:37,1020.486503,10,12,2.599744081,3.443748236,19.20669587,19.88504486,66.71800759,60.83159897,6.48022E-05,0.038488999,0,0,0
2071,60857.95218,09-26-2013 08:55:07,1050.501696,10,12,2.599744081,3.445853233,19.22837253,19.88504486,66.79268105,60.83159897,3.23772E-05,0.038488999,0,0,0
2072,60887.96746,09-26-2013 08:55:37,1080.516967,10,12,2.599924326,3.447958469,19.25004916,19.88504486,66.86739836,60.83159897,3.23772E-05,0.038488999,0,0,0
2073,60917.98206,09-26-2013 08:56:07,1110.531568,10,12,2.599924326,3.449901581,19.27172535,19.88504486,66.94215751,60.83159897,6.45618E-05,0.038488999,0,0,0
2074,60947.98234,09-26-2013 08:56:37,1140.531849,10,12,2.599744081,3.451844931,19.29339122,19.88504486,67.01692405,60.83159897,3.2375E-05,0.038488999,0,0,0
2075,60977.9974,09-26-2013 08:57:07,1170.546908,10,12,2.599744081,3.453949928,19.31506779,19.88504486,67.09177169,60.83159897,3.23772E-05,0.038488999,0,0,0
2076,61008.01284,09-26-2013 08:57:37,1200.562351,10,12,2.599924326,3.455893278,19.33674457,19.88504486,67.1666649,60.83159897,0,0.038488999,0,0,0
2077,61038.0279,09-26-2013 08:58:07,1230.577412,10,12,2.599924326,3.4581604,19.35842116,19.88504486,67.24160304,60.83159897,6.48022E-05,0.038488999,0,0,0
2078,61068.04315,09-26-2013 08:58:37,1260.592657,10,12,2.599744081,3.460265398,19.38009787,19.88504486,67.31658847,60.83159897,3.23772E-05,0.038488999,0,0,0
2079,61098.05853,09-26-2013 08:59:07,1290.608038,10,12,2.600104809,3.462694407,19.40177472,19.88504486,67.39162252,60.83159897,9.71317E-05,0.038488999,0,0,0
2080,61128.07377,09-26-2013 08:59:37,1320.623284,10,12,2.599744081,3.465123415,19.42345144,19.88504486,67.46670642,60.83159897,9.71317E-05,0.038488999,0,0,0
2081,61158.08895,09-26-2013 09:00:07,1350.638466,10,12,2.599924326,3.467390537,19.44512817,19.88504486,67.54184292,60.83159897,0,0.038488999,0,0,0
2082,61188.10419,09-26-2013 09:00:37,1380.653703,10,12,2.600104809,3.470305443,19.46680489,19.88504486,67.6170347,60.83159897,0.000161934,0.038488999,0,0,0
2083,61218.11934,09-26-2013 09:01:07,1410.668856,10,12,2.599924326,3.472896338,19.48848152,19.88504486,67.69228446,60.83159897,6.48022E-05,0.038488999,0,0,0
2084,61248.13464,09-26-2013 09:01:38,1440.684151,10,12,2.599924326,3.475811005,19.51015823,19.88504486,67.76759558,60.83159897,0.000129509,0.038488999,0,0,0
2085,61278.14988,09-26-2013 09:02:08,1470.699388,10,12,2.599924326,3.478887796,19.53183497,19.88504486,67.84297173,60.83159897,0.000129557,0.038488999,0,0,0
2086,61308.16516,09-26-2013 09:02:38,1500.714672,10,12,2.599744081,3.481964588,19.55351172,19.88504486,67.91841611,60.83159897,9.71794E-05,0.038488999,0,0,0
2087,61338.1804,09-26-2013 09:03:08,1530.729914,10,12,2.599744081,3.485527039,19.57518841,19.88504486,67.99393481,60.83159897,6.47545E-05,0.038488999,0,0,0
2088,61368.19563,09-26-2013 09:03:38,1560.74514,10,12,2.599924326,3.4894135,19.59686505,19.88504486,68.06953124,60.83159897,9.71317E-05,0.038488999,0,0,0
2089,61398.21092,09-26-2013 09:04:08,1590.760429,10,12,2.600104809,3.493299961,19.61854178,19.88504486,68.14521076,60.83159897,0.000129557,0.038488999,0,0,0
2090,61428.22609,09-26-2013 09:04:38,1620.775598,10,12,2.599744081,3.497510195,19.6402184,19.88504486,68.2209792,60.83159897,9.71317E-05,0.038488999,0,0,0
2091,61458.24137,09-26-2013 09:05:08,1650.790886,10,12,2.599744081,3.502206326,19.66189514,19.88504486,68.29684539,60.83159897,0.000129557,0.038488999,0,0,0
2092,61488.25662,09-26-2013 09:05:38,1680.80613,10,12,2.599924326,3.507226229,19.68357192,19.88504486,68.37281672,60.83159897,0.000129557,0.038488999,0,0,0
2093,61518.27175,09-26-2013 09:06:08,1710.821261,10,12,2.599924326,3.512893915,19.70524854,19.88504486,68.44890257,60.83159897,0.000161934,0.038488999,0,0,0
2094,61548.28695,09-26-2013 09:06:38,1740.836466,10,12,2.599924326,3.518885612,19.72692519,19.88504486,68.52511494,60.83159897,0.000161934,0.038488999,0,0,0
2095,61578.30222,09-26-2013 09:07:08,1770.851734,10,12,2.599924326,3.525848627,19.74860185,19.88504486,68.60146708,60.83159897,0.000194311,0.038488999,0,0,0
2096,61608.31747,09-26-2013 09:07:38,1800.866981,10,12,2.599924326,3.533297539,19.77027851,19.88504486,68.67797594,60.83159897,0.000194311,0.038488999,0,0,0
2097,61638.33269,09-26-2013 09:08:08,1830.882198,10,12,2.599744081,3.541880131,19.79195519,19.88504486,68.75466085,60.83159897,0.000226688,0.038488999,0,0,0
2098,61668.34805,09-26-2013 09:08:38,1860.897558,10,12,2.599924326,3.551919937,19.81363196,19.88504486,68.83154517,60.83159897,0.000323868,0.038488999,0,0,0
2099,61698.36324,09-26-2013 09:09:08,1890.912753,10,12,2.599924326,3.56325531,19.83530859,19.88504486,68.90865595,60.83159897,0.000356245,0.038488999,0,0,0
2100,61728.37841,09-26-2013 09:09:38,1920.927918,10,12,2.600104809,3.576210022,19.85698525,19.88504486,68.98602735,60.83159897,0.000485802,0.038488999,0,0,0
2101,61758.39349,09-26-2013 09:10:08,1950.943005,10,12,2.599744081,3.590946198,19.87866182,19.88504486,69.06370195,60.83159897,0.000421047,0.038488999,0,0,0
2102,61788.4088,09-26-2013 09:10:38,1980.958307,10,12,2.599924326,3.608758926,19.90033855,19.88504486,69.1417314,60.83159897,0.000550604,0.038488999,0,0,0
2103,61818.42414,09-26-2013 09:11:08,2010.973656,10,12,2.599744081,3.629810333,19.92201535,19.88504486,69.22018092,60.83159897,0.000647736,0.038488999,0,0,0
2104,61848.43939,09-26-2013 09:11:38,2040.988906,10,12,2.599744081,3.655071974,19.94369216,19.88504486,69.29912974,60.83159897,0.000809669,0.038488999,0,0,0
2105,61878.4546,09-26-2013 09:12:08,2071.004114,10,12,2.599924326,3.685677528,19.96536892,19.88504486,69.37867874,60.83159897,0.000939226,0.038488999,0,0,0
2106,61908.46964,09-26-2013 09:12:38,2101.01915,10,12,2.599924326,3.723246098,19.98704552,19.88504486,69.45896287,60.83159897,0.001165915,0.038488999,0,0,0
2107,61938.48543,09-26-2013 09:13:08,2131.034937,10,12,2.599744081,3.771340609,20.00871064,19.88504486,69.54012589,60.83159897,0.001522207,0.038488999,0,0,0
2108,61968.50036,09-26-2013 09:13:38,2161.049873,10,12,2.599924326,3.834980488,20.03039838,19.88504486,69.62257049,60.83159897,0.002299452,0.038488999,0,0,0
2109,61998.51542,09-26-2013 09:14:08,2191.064931,10,12,2.599924326,3.92372036,20.05207423,19.88504486,69.7065989,60.83159897,0.002979565,0.038488999,0,0,0
2110,62028.53074,09-26-2013 09:14:38,2221.080254,10,12,2.599744081,4.056668282,20.07375016,19.88504486,69.79298722,60.83159897,0.004534149,0.038488999,0,0,0
2111,62036.10888,09-26-2013 09:14:45,2228.658389,10,12,2.599744081,4.100066662,20.07922281,19.88504486,69.81530447,60.83159897,0.005019951,0.038488999,0,0,0
2112,62066.12439,09-26-2013 09:15:16,30.01500958,11,12,1.636878371,4.099580765,20.09615384,19.88504486,69.88471712,60.83159897,-3.23296E-05,0.038488999,0,0,0
2113,62096.13971,09-26-2013 09:15:46,60.03033288,11,12,1.091795325,4.099580765,20.10737045,19.88504486,69.93070257,60.83159897,0,0.038488999,0,0,0
2114,62126.15487,09-26-2013 09:16:16,90.04549573,11,12,0.736220181,4.099904537,20.11488689,19.88504486,69.96151815,60.83159897,3.24249E-05,0.038488999,0,0,0
2115,62156.17009,09-26-2013 09:16:46,120.0607093,11,12,0.505420923,4.099742413,20.11999452,19.88504486,69.98245816,60.83159897,-3.24249E-05,0.038488999,0,0,0
2116,62186.18538,09-26-2013 09:17:16,150.0760014,11,12,0.354680151,4.099742413,20.1235371,19.88504486,69.99698177,60.83159897,0,0.038488999,0,0,0
2117,62216.20042,09-26-2013 09:17:46,180.091042,11,12,0.255328268,4.099904537,20.12605292,19.88504486,70.00729602,60.83159897,0,0.038488999,0,0,0
2118,62246.21582,09-26-2013 09:18:16,210.1064455,11,12,0.188612849,4.099742413,20.12788543,19.88504486,70.01480883,60.83159897,0,0.038488999,0,0,0
2119,62276.23108,09-26-2013 09:18:46,240.1217049,11,12,0.142993927,4.099742413,20.12925559,19.88504486,70.02042615,60.83159897,0,0.038488999,0,0,0
2120,62306.24629,09-26-2013 09:19:16,270.1369146,11,12,0.111799955,4.099904537,20.13030897,19.88504486,70.02474471,60.83159897,6.47545E-05,0.038488999,0,0,0
2121,62336.26157,09-26-2013 09:19:46,300.15219,11,12,0.089621589,4.099742413,20.13114124,19.88504486,70.02815679,60.83159897,0,0.038488999,0,0,0
2122,62352.65197,09-26-2013 09:20:02,316.5425888,11,12,0.079884745,4.099742413,20.13152622,19.88504486,70.02973509,60.83159897,0,0.038488999,0,0,0
2123,62382.68329,09-26-2013 09:20:32,30.01490715,4,13,0,4.013755798,20.13152622,19.88504486,70.02973509,60.83159897,-0.002072716,0.038488999,0,0,0
2124,62412.69863,09-26-2013 09:21:02,60.0302456,4,13,0,3.953192472,20.13152622,19.88504486,70.02973509,60.83159897,-0.00152216,0.038488999,0,0,0
2125,62442.71407,09-26-2013 09:21:32,90.04569058,4,13,0,3.904450178,20.13152622,19.88504486,70.02973509,60.83159897,-0.001295471,0.038488999,0,0,0
2126,62472.68234,09-26-2013 09:22:02,120.0139586,4,13,0,3.8644526,20.13152622,19.88504486,70.02973509,60.83159897,-0.001068735,0.038488999,0,0,0
2127,62472.71585,09-26-2013 09:22:02,0.031157675,5,13,-0.000173754,3.864290714,20.13152622,19.88504486,70.02973509,60.83159897,0,0.036907259,0,0,0
2128,62502.72941,09-26-2013 09:22:32,30.01512858,6,13,0,3.829798698,20.13152622,19.88504486,70.02973509,60.83159897,-0.000842047,0.036907259,0,0,0
2129,62532.72838,09-26-2013 09:23:02,60.01409707,6,13,0,3.799840927,20.13152622,19.88504486,70.02973509,60.83159897,-0.000809669,0.036907259,0,0,0
2130,62562.74319,09-26-2013 09:23:33,30.01495301,7,13,-2.599911213,3.221412897,20.13152622,19.9067201,70.02973509,60.90278634,-0.001068735,0.036907259,0,0,0
2131,62592.75875,09-26-2013 09:24:03,60.03050769,7,13,-2.599730968,3.204085827,20.13152622,19.92839594,70.02973509,60.97238253,-0.000259113,0.036907259,0,0,0
2132,62622.77391,09-26-2013 09:24:33,90.04566719,7,13,-2.599730968,3.197284698,20.13152622,19.95007156,70.02973509,61.0417504,-0.000161934,0.036907259,0,0,0
2133,62652.7892,09-26-2013 09:25:03,120.0609606,7,13,-2.599730968,3.192588568,20.13152622,19.97174733,70.02973509,61.1110006,-0.000129557,0.036907259,0,0,0
2134,62682.80424,09-26-2013 09:25:33,150.0759988,7,13,-2.599550724,3.188864231,20.13152622,19.99342282,70.02973509,61.18015867,-9.71317E-05,0.036907259,0,0,0
2135,62712.81948,09-26-2013 09:26:03,180.0912433,7,13,-2.599730968,3.185139656,20.13152622,20.01509848,70.02973509,61.24923775,-0.000161934,0.036907259,0,0,0
2136,62742.83474,09-26-2013 09:26:33,210.1065012,7,13,-2.599911213,3.182062864,20.13152622,20.03677427,70.02973509,61.31824455,-6.48022E-05,0.036907259,0,0,0
2137,62772.84998,09-26-2013 09:27:03,240.1217454,7,13,-2.599730968,3.179148197,20.13152622,20.05844995,70.02973509,61.38718393,-6.47545E-05,0.036907259,0,0,0
2138,62802.86521,09-26-2013 09:27:33,270.1369744,7,13,-2.599730968,3.176395178,20.13152622,20.08012569,70.02973509,61.45606118,-6.48022E-05,0.036907259,0,0,0
2139,62832.88044,09-26-2013 09:28:03,300.1522007,7,13,-2.599730968,3.173642397,20.13152622,20.10180153,70.02973509,61.52488095,-9.71317E-05,0.036907259,0,0,0
2140,62862.89567,09-26-2013 09:28:33,330.167431,7,13,-2.599730968,3.171213388,20.13152622,20.12347738,70.02973509,61.59364724,-9.71317E-05,0.036907259,0,0,0
2141,62892.91101,09-26-2013 09:29:03,360.1827683,7,13,-2.599730968,3.169270039,20.13152622,20.14515329,70.02973509,61.66236413,-6.48022E-05,0.036907259,0,0,0
2142,62922.92614,09-26-2013 09:29:33,390.1979028,7,13,-2.599550724,3.167165041,20.13152622,20.16682903,70.02973509,61.73103405,-6.47545E-05,0.036907259,0,0,0
2143,62952.94102,09-26-2013 09:30:03,420.2127799,7,13,-2.599730968,3.165059805,20.13152622,20.18849357,70.02973509,61.79962445,-6.48022E-05,0.036907259,0,0,0
2144,62982.95661,09-26-2013 09:30:33,450.2283705,7,13,-2.599550724,3.163116693,20.13152622,20.21018077,70.02973509,61.86824479,-6.47545E-05,0.036907259,0,0,0
2145,63012.97135,09-26-2013 09:31:03,480.2431096,7,13,-2.599911213,3.161335468,20.13152622,20.23184553,70.02973509,61.93675386,0,0.036907259,0,0,0
2146,63042.98715,09-26-2013 09:31:33,510.258913,7,13,-2.599730968,3.159554005,20.13152622,20.2535328,70.02973509,62.00529363,0,0.036907259,0,0,0
2147,63073.00239,09-26-2013 09:32:03,540.274153,7,13,-2.599911213,3.157610893,20.13152622,20.27520947,70.02973509,62.07376011,-6.47545E-05,0.036907259,0,0,0
2148,63103.01756,09-26-2013 09:32:33,570.2893235,7,13,-2.599730968,3.155991554,20.13152622,20.29688616,70.02973509,62.14218847,-3.23772E-05,0.036907259,0,0,0
2149,63133.03228,09-26-2013 09:33:03,600.3040414,7,13,-2.599730968,3.154210329,20.13152622,20.31855154,70.02973509,62.2105435,0,0.036907259,0,0,0
2150,63163.03238,09-26-2013 09:33:33,630.3041416,7,13,-2.599911213,3.152429104,20.13152622,20.34022821,70.02973509,62.27889651,-3.23772E-05,0.036907259,0,0,0
2151,63193.04748,09-26-2013 09:34:03,660.3192461,7,13,-2.599911213,3.15064764,20.13152622,20.36190482,70.02973509,62.34721148,-3.24249E-05,0.036907259,0,0,0
2152,63223.06274,09-26-2013 09:34:33,690.3345052,7,13,-2.599550724,3.148866415,20.13152622,20.3835813,70.02973509,62.41548538,-6.48022E-05,0.036907259,0,0,0
2153,63253.07801,09-26-2013 09:35:03,720.349767,7,13,-2.599911213,3.146923304,20.13152622,20.40525728,70.02973509,62.48371937,-6.47545E-05,0.036907259,0,0,0
2154,63283.09325,09-26-2013 09:35:33,750.3650121,7,13,-2.599911213,3.144979954,20.13152622,20.42693333,70.02973509,62.55191263,-9.71794E-05,0.036907259,0,0,0
2155,63313.10832,09-26-2013 09:36:03,780.3800833,7,13,-2.599730968,3.143198729,20.13152622,20.44860919,70.02973509,62.62006355,-6.48022E-05,0.036907259,0,0,0
2156,63343.12351,09-26-2013 09:36:33,810.3952702,7,13,-2.599911213,3.141093731,20.13152622,20.47028515,70.02973509,62.68817137,-6.47545E-05,0.036907259,0,0,0
2157,63373.13879,09-26-2013 09:37:03,840.4105474,7,13,-2.599730968,3.139150381,20.13152622,20.49196116,70.02973509,62.7562348,-6.48022E-05,0.036907259,0,0,0
2158,63403.15392,09-26-2013 09:37:33,870.4256866,7,13,-2.599730968,3.136883259,20.13152622,20.51363711,70.02973509,62.82425203,-3.24249E-05,0.036907259,0,0,0
2159,63433.16931,09-26-2013 09:38:03,900.4410682,7,13,-2.599730968,3.134616375,20.13152622,20.53531324,70.02973509,62.89222172,-3.23772E-05,0.036907259,0,0,0
2160,63463.18448,09-26-2013 09:38:33,930.4562388,7,13,-2.599730968,3.132187366,20.13152622,20.55698928,70.02973509,62.96014153,-9.71317E-05,0.036907259,0,0,0
2161,63493.19972,09-26-2013 09:39:03,960.4714811,7,13,-2.599730968,3.129920244,20.13152622,20.57866538,70.02973509,63.02800986,-3.23772E-05,0.036907259,0,0,0
2162,63523.21495,09-26-2013 09:39:33,990.4867133,7,13,-2.599730968,3.12732935,20.13152622,20.60034146,70.02973509,63.0958251,-9.71317E-05,0.036907259,0,0,0
2163,63553.23004,09-26-2013 09:40:03,1020.501805,7,13,-2.599550724,3.124900341,20.13152622,20.62201749,70.02973509,63.16358536,-6.47545E-05,0.036907259,0,0,0
2164,63583.24516,09-26-2013 09:40:33,1050.516923,7,13,-2.599911213,3.122147322,20.13152622,20.64369347,70.02973509,63.23128877,-6.48022E-05,0.036907259,0,0,0
2165,63613.26067,09-26-2013 09:41:03,1080.532427,7,13,-2.599730968,3.119394541,20.13152622,20.66536976,70.02973509,63.29893495,-6.47545E-05,0.036907259,0,0,0
2166,63643.27591,09-26-2013 09:41:33,1110.547674,7,13,-2.599911213,3.116641521,20.13152622,20.68704593,70.02973509,63.36652045,-6.48022E-05,0.036907259,0,0,0
