Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.00001057,09-25-2013 16:01:07,30.00001115,1,1,0,3.294121265,0,0,0,0,0,0,0,0,0
2,60.00014728,09-25-2013 16:01:37,60.00014786,1,1,0,3.293959379,0,0,0,0,0,0,0,0,0
3,90.01594254,09-25-2013 16:02:08,30.01538236,2,1,2.599744081,3.497834206,0.021676731,0,0.075145496,0,0.001158735,0,0,0,0
4,120.0312468,09-25-2013 16:02:38,60.03068665,2,1,2.599744081,3.527467966,0.043353091,0,0.151289955,0,0.000971492,0,0,0,0
5,150.0456685,09-25-2013 16:03:08,90.04510823,2,1,2.599744081,3.563903093,0.065017002,0,0.228079233,0,0.001388274,0,0,0,0
6,180.0615511,09-25-2013 16:03:38,120.0609909,2,1,2.599563837,3.620579958,0.086703474,0,0.305932675,0,0.002260011,0,0,0,0
7,210.0767348,09-25-2013 16:04:08,150.0761747,2,1,2.599744081,3.709481716,0.108378381,0,0.385309887,0,0.003454676,0,0,0,0
8,240.0915944,09-25-2013 16:04:38,180.0910342,2,1,2.599744081,3.827531576,0.130042061,0,0.466901008,0,0.004377373,0,0,0,0
9,270.106746,09-25-2013 16:05:08,210.1061855,2,1,2.599744081,3.978615999,0.151728086,0,0.551459865,0,0.005682812,0,0,0,0
10,288.4034187,09-25-2013 16:05:26,228.4028583,2,1,2.599744081,4.100066662,0.164940737,0,0.604801905,0,0.007199782,0,0,0,0
11,318.4187401,09-25-2013 16:05:56,30.01509723,3,1,1.378311038,4.099742413,0.180402416,0,0.66818942,0,0,0,0,0,0
12,348.4341638,09-25-2013 16:06:26,60.03052096,3,1,0.857750416,4.099742413,0.189490134,0,0.705446238,0,0,0,0,0,0
13,378.449826,09-25-2013 16:06:56,90.04618328,3,1,0.579529107,4.099580765,0.195372504,0,0.729562254,0,-3.22284E-05,0,0,0,0
14,408.4650234,09-25-2013 16:07:26,120.0613807,3,1,0.417248368,4.099742413,0.199471994,0,0.746368975,0,-3.23246E-05,0,0,0,0
15,438.4802283,09-25-2013 16:07:56,150.0765856,3,1,0.314109951,4.099580765,0.20249026,0,0.758743043,0,-6.47527E-05,0,0,0,0
16,468.4955409,09-25-2013 16:08:26,180.0918982,3,1,0.245230794,4.099742413,0.204803959,0,0.768228596,0,0,0,0,0,0
17,498.5103819,09-25-2013 16:08:56,210.1067392,3,1,0.196185946,4.099904537,0.206630509,0,0.77571698,0,3.23236E-05,0,0,0,0
18,528.5259699,09-25-2013 16:09:26,240.1223273,3,1,0.16048418,4.099904537,0.208107632,0,0.7817728,0,3.23253E-05,0,0,0,0
19,558.5413096,09-25-2013 16:09:56,270.1376669,3,1,0.133257076,4.099904537,0.20932392,0,0.786759267,0,3.22242E-05,0,0,0,0
20,588.5564904,09-25-2013 16:10:26,300.1528477,3,1,0.111980274,4.099742413,0.210341515,0,0.790931146,0,0,0,0,0,0
21,618.5717882,09-25-2013 16:10:56,330.1681455,3,1,0.095752195,4.099742413,0.211204515,0,0.794469222,0,3.2129E-05,0,0,0,0
22,648.5869998,09-25-2013 16:11:26,360.1833571,3,1,0.082769737,4.099742413,0.211945429,0,0.797506789,0,0,0,0,0,0
23,654.6339108,09-25-2013 16:11:32,366.2302683,3,1,0.079884745,4.099580765,0.212082093,0,0.79806708,0,-6.43524E-05,0,0,0,0
24,684.6500703,09-25-2013 16:12:02,30.01577149,4,1,0,4.010840893,0.212082093,0,0.79806708,0,-0.002446157,0,0,0,0
25,714.6651888,09-25-2013 16:12:32,60.03088991,4,1,0,3.945905447,0.212082093,0,0.79806708,0,-0.001963391,0,0,0,0
26,744.6800249,09-25-2013 16:13:02,90.04572597,4,1,0,3.892952919,0.212082093,0,0.79806708,0,-0.001641473,0,0,0,0
27,774.6483589,09-25-2013 16:13:32,120.01406,4,1,0,3.848744869,0.212082093,0,0.79806708,0,-0.00135186,0,0,0,0
28,774.6644618,09-25-2013 16:13:33,0.015763145,5,1,-0.000354066,3.848582983,0.212082093,1.15552E-09,0.79806708,4.44701E-09,3.23772E-05,0.037946902,0,0,0
29,804.6804053,09-25-2013 16:14:03,30.01561001,6,1,0,3.810042858,0.212082093,1.15552E-09,0.79806708,4.44701E-09,-0.001190882,0.037946902,0,0,0
30,834.6800129,09-25-2013 16:14:33,60.01521764,6,1,0,3.777656078,0.212082093,1.15552E-09,0.79806708,4.44701E-09,-0.000971574,0.037946902,0,0,0
31,864.6957064,09-25-2013 16:15:03,30.01528913,7,1,-2.599730968,3.207972288,0.212082093,0.021675565,0.79806708,0.070820609,-0.001194604,0.037946902,0,0,0
32,894.7108557,09-25-2013 16:15:33,60.03043844,7,1,-2.599911213,3.190159559,0.212082093,0.043351159,0.79806708,0.140123398,-0.000321873,0.037946902,0,0,0
33,924.7260455,09-25-2013 16:16:03,90.04562826,7,1,-2.599911213,3.182548761,0.212082093,0.065026783,0.79806708,0.209180974,-0.000193715,0.037946902,0,0,0
34,954.7413677,09-25-2013 16:16:33,120.0609505,7,1,-2.599730968,3.177690744,0.212082093,0.086702566,0.79806708,0.278110527,-0.000161426,0.037946902,0,0,0
35,984.7566003,09-25-2013 16:17:03,150.0761831,7,1,-2.599911213,3.173804283,0.212082093,0.108378269,0.79806708,0.346946889,-0.000128754,0.037946902,0,0,0
36,1014.771329,09-25-2013 16:17:33,180.0909117,7,1,-2.599730968,3.170565605,0.212082093,0.13004269,0.79806708,0.415669554,-9.65774E-05,0.037946902,0,0,0
37,1044.771462,09-25-2013 16:18:03,210.0910447,7,1,-2.599730968,3.1676507,0.212082093,0.151718417,0.79806708,0.484360193,-6.46012E-05,0.037946902,0,0,0
38,1074.786633,09-25-2013 16:18:33,240.1062158,7,1,-2.599730968,3.164897919,0.212082093,0.173394217,0.79806708,0.552988854,-9.68788E-05,0.037946902,0,0,0
39,1104.801545,09-25-2013 16:19:03,270.1211275,7,1,-2.599911213,3.162145138,0.212082093,0.195058883,0.79806708,0.621525382,-9.65302E-05,0.037946902,0,0,0
40,1134.817233,09-25-2013 16:19:33,300.1368155,7,1,-2.599911213,3.159878016,0.212082093,0.216746008,0.79806708,0.690079844,-6.43526E-05,0.037946902,0,0,0
41,1164.831888,09-25-2013 16:20:03,330.1514713,7,1,-2.599911213,3.157610893,0.212082093,0.238410574,0.79806708,0.758514218,-9.65767E-05,0.037946902,0,0,0
42,1194.847647,09-25-2013 16:20:33,360.16723,7,1,-2.599911213,3.155667782,0.212082093,0.260097754,0.79806708,0.826974042,-6.43535E-05,0.037946902,0,0,0
43,1224.86236,09-25-2013 16:21:03,390.1819427,7,1,-2.599911213,3.153724432,0.212082093,0.281762354,0.79806708,0.895319894,-6.44008E-05,0.037946902,0,0,0
44,1254.86248,09-25-2013 16:21:33,420.1820623,7,1,-2.599911213,3.151943207,0.212082093,0.303438338,0.79806708,0.963661229,-3.22729E-05,0.037946902,0,0,0
45,1284.877736,09-25-2013 16:22:03,450.1973183,7,1,-2.599911213,3.150000095,0.212082093,0.325114253,0.79806708,1.031962743,-6.43529E-05,0.037946902,0,0,0
46,1314.892457,09-25-2013 16:22:33,480.2120397,7,1,-2.599911213,3.148380756,0.212082093,0.346778776,0.79806708,1.100190579,-9.65297E-05,0.037946902,0,0,0
47,1344.89256,09-25-2013 16:23:03,510.2121426,7,1,-2.599550724,3.146761417,0.212082093,0.3684546,0.79806708,1.168417343,-6.43554E-05,0.037946902,0,0,0
48,1374.907293,09-25-2013 16:23:33,540.226876,7,1,-2.599730968,3.145303965,0.212082093,0.390119192,0.79806708,1.236572658,-3.2176E-05,0.037946902,0,0,0
49,1404.907406,09-25-2013 16:24:03,570.2269893,7,1,-2.599730968,3.143522739,0.212082093,0.411795069,0.79806708,1.304727871,-6.43538E-05,0.037946902,0,0,0
50,1434.922145,09-25-2013 16:24:33,600.2417275,7,1,-2.599730968,3.141741276,0.212082093,0.433459758,0.79806708,1.37281153,-9.65774E-05,0.037946902,0,0,0
51,1464.922208,09-25-2013 16:25:03,630.241791,7,1,-2.599911213,3.139960051,0.212082093,0.455135627,0.79806708,1.440893437,-9.68785E-05,0.037946902,0,0,0
52,1494.937514,09-25-2013 16:25:34,660.2570964,7,1,-2.600091696,3.138178825,0.212082093,0.476812039,0.79806708,1.508939468,-9.6577E-05,0.037946902,0,0,0
53,1524.95221,09-25-2013 16:26:04,690.2717927,7,1,-2.599911213,3.136559486,0.212082093,0.498477454,0.79806708,1.576912711,-6.43529E-05,0.037946902,0,0,0
54,1554.952392,09-25-2013 16:26:34,720.2719748,7,1,-2.600091696,3.134616375,0.212082093,0.520153573,0.79806708,1.644880792,-6.4553E-05,0.037946902,0,0,0
55,1584.967644,09-25-2013 16:27:04,750.2872264,7,1,-2.599911213,3.132834911,0.212082093,0.541829493,0.79806708,1.712807772,-6.43993E-05,0.037946902,0,0,0
56,1614.98245,09-25-2013 16:27:34,780.3020328,7,1,-2.599911213,3.131053686,0.212082093,0.563494263,0.79806708,1.780658136,0,0.037946902,0,0,0
57,1644.998095,09-25-2013 16:28:04,810.3176777,7,1,-2.599730968,3.128948689,0.212082093,0.585181361,0.79806708,1.848534889,-3.22747E-05,0.037946902,0,0,0
58,1675.013064,09-25-2013 16:28:34,840.3326471,7,1,-2.599730968,3.126681566,0.212082093,0.606845912,0.79806708,1.916297103,-9.65312E-05,0.037946902,0,0,0
59,1705.028562,09-25-2013 16:29:04,870.3481446,7,1,-2.599730968,3.124738216,0.212082093,0.628533193,0.79806708,1.984084429,-3.22239E-05,0.037946902,0,0,0
60,1735.043347,09-25-2013 16:29:34,900.3629302,7,1,-2.599911213,3.122309208,0.212082093,0.650197813,0.79806708,2.051753406,-9.68755E-05,0.037946902,0,0,0
61,1765.059063,09-25-2013 16:30:04,930.3786454,7,1,-2.600091696,3.119718313,0.212082093,0.671885116,0.79806708,2.119444211,-0.00016093,0.037946902,0,0,0
62,1795.074077,09-25-2013 16:30:34,960.3936596,7,1,-2.599730968,3.117775202,0.212082093,0.693560925,0.79806708,2.187048961,-6.45562E-05,0.037946902,0,0,0
63,1825.089474,09-25-2013 16:31:04,990.4090571,7,1,-2.599730968,3.115346193,0.212082093,0.715236979,0.79806708,2.254602656,-6.43534E-05,0.037946902,0,0,0
64,1855.104267,09-25-2013 16:31:34,1020.42385,7,1,-2.599550724,3.112917185,0.212082093,0.736901674,0.79806708,2.322067178,-3.21767E-05,0.037946902,0,0,0
65,1885.119997,09-25-2013 16:32:04,1050.439579,7,1,-2.599730968,3.110164165,0.212082093,0.758588952,0.79806708,2.389546697,-6.44005E-05,0.037946902,0,0,0
66,1915.135098,09-25-2013 16:32:34,1080.45468,7,1,-2.599911213,3.107411385,0.212082093,0.780264818,0.79806708,2.45693319,-9.65318E-05,0.037946902,0,0,0
67,1945.150433,09-25-2013 16:33:04,1110.470016,7,1,-2.599911213,3.104658365,0.212082093,0.801940837,0.79806708,2.524260873,-9.68832E-05,0.037946902,0,0,0
68,1975.165692,09-25-2013 16:33:34,1140.485275,7,1,-2.599911213,3.101743698,0.212082093,0.82361685,0.79806708,2.591527048,-0.000128761,0.037946902,0,0,0
69,2005.180608,09-25-2013 16:34:04,1170.500191,7,1,-2.599911213,3.098828793,0.212082093,0.845281505,0.79806708,2.658695513,-9.68781E-05,0.037946902,0,0,0
70,2035.196213,09-25-2013 16:34:34,1200.515796,7,1,-2.599911213,3.095914125,0.212082093,0.866968869,0.79806708,2.72587011,-9.65289E-05,0.037946902,0,0,0
71,2065.21107,09-25-2013 16:35:04,1230.530652,7,1,-2.599911213,3.092837334,0.212082093,0.888633589,0.79806708,2.792907956,-6.45497E-05,0.037946902,0,0,0
72,2095.22666,09-25-2013 16:35:34,1260.546243,7,1,-2.599550724,3.089760542,0.212082093,0.91032082,0.79806708,2.859947072,-6.24132E-05,0.037946902,0,0,0
73,2125.241436,09-25-2013 16:36:04,1290.561019,7,1,-2.599730968,3.086198092,0.212082093,0.931985439,0.79806708,2.926845171,-9.71317E-05,0.037946902,0,0,0
74,2155.241472,09-25-2013 16:36:34,1320.561055,7,1,-2.599730968,3.082959414,0.212082093,0.953661347,0.79806708,2.993705034,-6.45537E-05,0.037946902,0,0,0
75,2185.256732,09-25-2013 16:37:04,1350.576315,7,1,-2.599911213,3.079072952,0.212082093,0.975337345,0.79806708,3.060489018,-0.000161932,0.037946902,0,0,0
76,2215.271438,09-25-2013 16:37:34,1380.591021,7,1,-2.599730968,3.075348377,0.212082093,0.997002107,0.79806708,3.127159762,-0.000161933,0.037946902,0,0,0
77,2245.287222,09-25-2013 16:38:04,1410.606805,7,1,-2.599911213,3.071624041,0.212082093,1.018689266,0.79806708,3.193818329,-0.000128706,0.037946902,0,0,0
78,2275.301984,09-25-2013 16:38:34,1440.621567,7,1,-2.600091696,3.067737579,0.212082093,1.040353938,0.79806708,3.260324035,-0.000160929,0.037946902,0,0,0
79,2305.31775,09-25-2013 16:39:04,1470.637333,7,1,-2.599911213,3.064013004,0.212082093,1.06204128,0.79806708,3.326813921,-9.7179E-05,0.037946902,0,0,0
80,2335.332916,09-25-2013 16:39:34,1500.652499,7,1,-2.599730968,3.059640884,0.212082093,1.083717166,0.79806708,3.393180829,-0.000161432,0.037946902,0,0,0
81,2365.348145,09-25-2013 16:40:04,1530.667728,7,1,-2.599730968,3.055430651,0.212082093,1.105393133,0.79806708,3.459456961,-0.000161431,0.037946902,0,0,0
82,2395.362934,09-25-2013 16:40:34,1560.682517,7,1,-2.599911213,3.050896406,0.212082093,1.127057845,0.79806708,3.525605367,-0.000160932,0.037946902,0,0,0
83,2425.378073,09-25-2013 16:41:04,1590.697656,7,1,-2.599730968,3.046362162,0.212082093,1.148744759,0.79806708,3.591725031,-0.000226053,0.037946902,0,0,0
84,2455.393086,09-25-2013 16:41:34,1620.712669,7,1,-2.599730968,3.041828156,0.212082093,1.170409387,0.79806708,3.657676937,-0.000161451,0.037946902,0,0,0
85,2485.408322,09-25-2013 16:42:04,1650.727904,7,1,-2.599730968,3.036970139,0.212082093,1.192085416,0.79806708,3.723559352,-0.000193127,0.037946902,0,0,0
86,2515.424415,09-25-2013 16:42:34,1680.743997,7,1,-2.599730968,3.031788111,0.212082093,1.213773183,0.79806708,3.789367239,-0.000194357,0.037946902,0,0,0
87,2545.439193,09-25-2013 16:43:04,1710.758776,7,1,-2.599911213,3.025796652,0.212082093,1.235437927,0.79806708,3.85498685,-0.000226686,0.037946902,0,0,0
88,2575.439254,09-25-2013 16:43:34,1740.758837,7,1,-2.599911213,3.019643068,0.212082093,1.257113932,0.79806708,3.920510924,-0.000258301,0.037946902,0,0,0
89,2605.454448,09-25-2013 16:44:04,1770.774031,7,1,-2.599730968,3.01284194,0.212082093,1.27878992,0.79806708,3.985890838,-0.000225281,0.037946902,0,0,0
90,2635.469178,09-25-2013 16:44:34,1800.788761,7,1,-2.599730968,3.004745245,0.212082093,1.300454644,0.79806708,4.051075258,-0.000289689,0.037946902,0,0,0
91,2665.484845,09-25-2013 16:45:04,1830.804427,7,1,-2.599550724,2.995838881,0.212082093,1.322141846,0.79806708,4.116145537,-0.000323866,0.037946902,0,0,0
92,2695.500226,09-25-2013 16:45:34,1860.819809,7,1,-2.599911213,2.98563695,0.212082093,1.343818454,0.79806708,4.180975656,-0.000356291,0.037946902,0,0,0
93,2725.515211,09-25-2013 16:46:04,1890.834794,7,1,-2.599911213,2.973815918,0.212082093,1.365494812,0.79806708,4.24556693,-0.000387435,0.037946902,0,0,0
94,2755.530589,09-25-2013 16:46:34,1920.850172,7,1,-2.599730968,2.960537195,0.212082093,1.387171493,0.79806708,4.309888079,-0.000450615,0.037946902,0,0,0
95,2785.545368,09-25-2013 16:47:04,1950.86495,7,1,-2.599911213,2.944991589,0.212082093,1.408836803,0.79806708,4.373864667,-0.000547196,0.037946902,0,0,0
96,2815.561038,09-25-2013 16:47:34,1980.88062,7,1,-2.599911213,2.92717886,0.212082093,1.430524114,0.79806708,4.437548416,-0.0006759,0.037946902,0,0,0
97,2845.575832,09-25-2013 16:48:04,2010.895414,7,1,-2.599911213,2.907099009,0.212082093,1.452188488,0.79806708,4.500753514,-0.000708129,0.037946902,0,0,0
98,2875.575879,09-25-2013 16:48:34,2040.895461,7,1,-2.599730968,2.883456707,0.212082093,1.473864221,0.79806708,4.563516459,-0.000839437,0.037946902,0,0,0
99,2905.591177,09-25-2013 16:49:04,2070.91076,7,1,-2.599730968,2.855766058,0.212082093,1.495539943,0.79806708,4.625726376,-0.000997756,0.037946902,0,0,0
100,2935.605941,09-25-2013 16:49:34,2100.925523,7,1,-2.599730968,2.823541164,0.212082093,1.517204384,0.79806708,4.687256299,-0.001158688,0.037946902,0,0,0
101,2965.621677,09-25-2013 16:50:04,2130.941259,7,1,-2.599730968,2.784515142,0.212082093,1.538891338,0.79806708,4.748080056,-0.001383961,0.037946902,0,0,0
102,2995.636844,09-25-2013 16:50:34,2160.956427,7,1,-2.599730968,2.737068415,0.212082093,1.560566934,0.79806708,4.807942402,-0.00152216,0.037946902,0,0,0
103,3025.652176,09-25-2013 16:51:04,2190.971759,7,1,-2.599730968,2.676666975,0.212082093,1.582242665,0.79806708,4.866646965,-0.001943207,0.037946902,0,0,0
104,3055.66692,09-25-2013 16:51:34,2220.986503,7,1,-2.599730968,2.594242573,0.212082093,1.603907142,0.79806708,4.923798212,-0.002785301,0.037946902,0,0,0
105,3085.682555,09-25-2013 16:52:04,2251.002138,7,1,-2.599911213,2.460971117,0.212082093,1.625593866,0.79806708,4.978761474,-0.005052328,0.037946902,0,0,0
106,3115.697665,09-25-2013 16:52:34,2281.017247,7,1,-2.599730968,2.139694214,0.212082093,1.647269453,0.79806708,5.029253724,-0.014185381,0.037946902,0,0,0
107,3122.603942,09-25-2013 16:52:41,2287.923525,7,1,-2.599730968,1.999459267,0.212082093,1.652256855,0.79806708,5.039588376,-0.018233776,0.037946902,0,0,0
108,3122.620213,09-25-2013 16:52:41,0.01596882,8,1,-0.000895002,2.089494467,0.212082093,1.652256859,0.79806708,5.039588385,0,0.038488999,0,0,0
109,3152.635607,09-25-2013 16:53:11,30.01502976,9,1,0,2.52525878,0.212082093,1.652256859,0.79806708,5.039588385,0.002655697,0.038488999,0,0,0
110,3182.650901,09-25-2013 16:53:41,60.03032413,9,1,0,2.580478191,0.212082093,1.652256859,0.79806708,5.039588385,0.001133537,0.038488999,0,0,0
111,3212.666138,09-25-2013 16:54:11,90.0455613,9,1,0,2.609788418,0.212082093,1.652256859,0.79806708,5.039588385,0.000712538,0.038488999,0,0,0
112,3242.633972,09-25-2013 16:54:41,120.0133949,9,1,0,2.629544258,0.212082093,1.652256859,0.79806708,5.039588385,0.000518179,0.038488999,0,0,0
113,3272.649335,09-25-2013 16:55:12,30.01512359,10,1,2.599924326,2.980617046,0.233759364,1.652256859,0.860852205,5.039588385,0.004229345,0.038488999,0,0,0
114,3302.66458,09-25-2013 16:55:42,60.03036867,10,1,2.600104809,3.076158047,0.255436663,1.652256859,0.926580786,5.039588385,0.002590927,0.038488999,0,0,0
115,3332.679383,09-25-2013 16:56:12,90.04517105,10,1,2.600104809,3.141741276,0.277102664,1.652256859,0.993972305,5.039588385,0.001963372,0.038488999,0,0,0
116,3362.695008,09-25-2013 16:56:42,120.0607958,10,1,2.599924326,3.191940784,0.298791384,1.652256859,1.0626763,5.039588385,0.001544906,0.038488999,0,0,0
117,3392.709793,09-25-2013 16:57:12,150.0755815,10,1,2.599924326,3.23274827,0.320468489,1.652256859,1.132325274,5.039588385,0.001259282,0.038488999,0,0,0
118,3422.709853,09-25-2013 16:57:42,180.075641,10,1,2.599924326,3.266916275,0.34213493,1.652256859,1.202747778,5.039588385,0.001062162,0.038488999,0,0,0
119,3452.724587,09-25-2013 16:58:12,210.0903751,10,1,2.599924326,3.296064377,0.36380114,1.652256859,1.273853571,5.039588385,0.000901167,0.038488999,0,0,0
120,3482.724605,09-25-2013 16:58:42,240.0903936,10,1,2.599924326,3.319706678,0.385478517,1.652256859,1.345571604,5.039588385,0.000710282,0.038488999,0,0,0
121,3512.73944,09-25-2013 16:59:12,270.1052288,10,1,2.600104809,3.33460474,0.407144744,1.652256859,1.417673558,5.039588385,0.00038626,0.038488999,0,0,0
122,3542.755178,09-25-2013 16:59:42,300.1209659,10,1,2.599924326,3.343349218,0.428833439,1.652256859,1.490097619,5.039588385,0.000258282,0.038488999,0,0,0
123,3572.77039,09-25-2013 17:00:12,330.1361779,10,1,2.600104809,3.34966445,0.450510822,1.652256859,1.562643046,5.039588385,0.000193107,0.038488999,0,0,0
124,3602.785633,09-25-2013 17:00:42,360.1514216,10,1,2.600285053,3.355332136,0.47218819,1.652256859,1.635314704,5.039588385,0.000226687,0.038488999,0,0,0
125,3632.800721,09-25-2013 17:01:12,390.1665089,10,1,2.599924326,3.360352278,0.493865508,1.652256859,1.708102211,5.039588385,0.000129157,0.038488999,0,0,0
126,3662.816134,09-25-2013 17:01:42,420.1819218,10,1,2.599924326,3.365695953,0.515542976,1.652256859,1.781004339,5.039588385,0.000193106,0.038488999,0,0,0
127,3692.830969,09-25-2013 17:02:12,450.196757,10,1,2.599744081,3.370877981,0.537208167,1.652256859,1.853980187,5.039588385,0.000161932,0.038488999,0,0,0
128,3722.846603,09-25-2013 17:02:42,480.212391,10,1,2.599924326,3.376545668,0.558895966,1.652256859,1.927149634,5.039588385,0.000193156,0.038488999,0,0,0
129,3752.861811,09-25-2013 17:03:12,510.2275996,10,1,2.599924326,3.381889343,0.580572433,1.652256859,2.00039834,5.039588385,0.000193705,0.038488999,0,0,0
130,3782.877031,09-25-2013 17:03:42,540.2428196,10,1,2.599924326,3.387233257,0.602249016,1.652256859,2.073764059,5.039588385,0.000161431,0.038488999,0,0,0
131,3812.891735,09-25-2013 17:04:12,570.2575236,10,1,2.599924326,3.39225316,0.623915453,1.652256859,2.147209179,5.039588385,0.000160932,0.038488999,0,0,0
132,3842.938888,09-25-2013 17:04:42,600.304676,10,1,2.599924326,3.39743495,0.645627097,1.652256859,2.220917432,5.039588385,0.000194309,0.038488999,0,0,0
133,3872.954329,09-25-2013 17:05:12,630.3201174,10,1,2.599744081,3.401969194,0.667305008,1.652256859,2.294615074,5.039588385,0.000161931,0.038488999,0,0,0
134,3902.969689,09-25-2013 17:05:42,660.3354776,10,1,2.600104809,3.406665325,0.688982881,1.652256859,2.368413708,5.039588385,0.000129557,0.038488999,0,0,0
135,3932.984931,09-25-2013 17:06:12,690.3507192,10,1,2.600104809,3.411037445,0.710660766,1.652256859,2.442309628,5.039588385,0.000129557,0.038488999,0,0,0
136,3963.000177,09-25-2013 17:06:42,720.3659654,10,1,2.599924326,3.415247679,0.732338607,1.652256859,2.516298949,5.039588385,0.000129509,0.038488999,0,0,0
137,3993.015379,09-25-2013 17:07:12,750.3811667,10,1,2.599924326,3.419296026,0.754016507,1.652256859,2.590377321,5.039588385,9.71317E-05,0.038488999,0,0,0
138,4023.0307,09-25-2013 17:07:42,780.3964883,10,1,2.599924326,3.422858715,0.775694451,1.652256859,2.664538997,5.039588385,9.71794E-05,0.038488999,0,0,0
139,4053.045166,09-25-2013 17:08:12,810.4109539,10,1,2.600104809,3.426421165,0.797360934,1.652256859,2.738739465,5.039588385,9.71317E-05,0.038488999,0,0,0
140,4083.060352,09-25-2013 17:08:42,840.4261394,10,1,2.599924326,3.429497957,0.819049536,1.652256859,2.813087513,5.039588385,6.47545E-05,0.038488999,0,0,0
141,4113.075581,09-25-2013 17:09:12,870.4413685,10,1,2.600104809,3.432412863,0.84072738,1.652256859,2.887463988,5.039588385,9.71794E-05,0.038488999,0,0,0
142,4143.09077,09-25-2013 17:09:42,900.4565575,10,1,2.600104809,3.435003757,0.862405262,1.652256859,2.961900862,5.039588385,6.48022E-05,0.038488999,0,0,0
143,4173.091044,09-25-2013 17:10:12,930.4568324,10,1,2.599924326,3.437594652,0.884072297,1.652256859,3.036356929,5.039588385,6.45548E-05,0.038488999,0,0,0
144,4203.105797,09-25-2013 17:10:42,960.4715851,10,1,2.599924326,3.440023661,0.905739108,1.652256859,3.11086517,5.039588385,9.7179E-05,0.038488999,0,0,0
145,4233.121685,09-25-2013 17:11:12,990.4874734,10,1,2.599924326,3.442290783,0.927428312,1.652256859,3.185499692,5.039588385,9.6871E-05,0.038488999,0,0,0
146,4263.136102,09-25-2013 17:11:42,1020.50189,10,1,2.599744081,3.444396019,0.949094932,1.652256859,3.260104239,5.039588385,9.71787E-05,0.038488999,0,0,0
147,4293.152076,09-25-2013 17:12:12,1050.517864,10,1,2.600104809,3.446501017,0.970784011,1.652256859,3.334831785,5.039588385,9.71306E-05,0.038488999,0,0,0
148,4323.16734,09-25-2013 17:12:42,1080.533128,10,1,2.599924326,3.448444366,0.992462005,1.652256859,3.409565941,5.039588385,6.44004E-05,0.038488999,0,0,0
149,4353.181784,09-25-2013 17:13:12,1110.547572,10,1,2.599924326,3.450387478,1.014128717,1.652256859,3.484305869,5.039588385,3.22754E-05,0.038488999,0,0,0
150,4383.197804,09-25-2013 17:13:42,1140.563592,10,1,2.599924326,3.4526546,1.035817926,1.652256859,3.559167219,5.039588385,9.65787E-05,0.038488999,0,0,0
151,4413.21226,09-25-2013 17:14:12,1170.578048,10,1,2.600104809,3.454597712,1.057484608,1.652256859,3.63399584,5.039588385,6.43532E-05,0.038488999,0,0,0
152,4443.212621,09-25-2013 17:14:42,1200.578409,10,1,2.600104809,3.456864834,1.079162578,1.652256859,3.708909247,5.039588385,6.43532E-05,0.038488999,0,0,0
153,4473.227197,09-25-2013 17:15:12,1230.592986,10,1,2.600104809,3.45897007,1.100829184,1.652256859,3.783829941,5.039588385,6.45998E-05,0.038488999,0,0,0
154,4503.24309,09-25-2013 17:15:42,1260.608878,10,1,2.600285053,3.461236954,1.122518492,1.652256859,3.858877952,5.039588385,6.45541E-05,0.038488999,0,0,0
155,4533.258562,09-25-2013 17:16:12,1290.62435,10,1,2.599924326,3.463504076,1.144196629,1.652256859,3.933937334,5.039588385,6.47535E-05,0.038488999,0,0,0
156,4563.27283,09-25-2013 17:16:42,1320.638618,10,1,2.600104809,3.466094971,1.165863252,1.652256859,4.009008643,5.039588385,6.47533E-05,0.038488999,0,0,0
157,4593.288686,09-25-2013 17:17:12,1350.654474,10,1,2.599924326,3.468523979,1.187552355,1.652256859,4.084212432,5.039588385,3.21774E-05,0.038488999,0,0,0
158,4623.303557,09-25-2013 17:17:42,1380.669346,10,1,2.600104809,3.471276999,1.209219245,1.652256859,4.159396322,5.039588385,6.44005E-05,0.038488999,0,0,0
159,4653.319434,09-25-2013 17:18:12,1410.685222,10,1,2.599924326,3.474191666,1.230908475,1.652256859,4.234717585,5.039588385,9.65261E-05,0.038488999,0,0,0
160,4683.333822,09-25-2013 17:18:42,1440.69961,10,1,2.600104809,3.477268457,1.252575177,1.652256859,4.310024775,5.039588385,0.000129554,0.038488999,0,0,0
161,4713.349774,09-25-2013 17:19:12,1470.715562,10,1,2.600104809,3.480507135,1.274264335,1.652256859,4.385477587,5.039588385,0.000160933,0.038488999,0,0,0
162,4743.364825,09-25-2013 17:19:42,1500.730613,10,1,2.600104809,3.484069824,1.295942158,1.652256859,4.460962825,5.039588385,0.00012916,0.038488999,0,0,0
163,4773.379534,09-25-2013 17:20:12,1530.745322,10,1,2.600285053,3.487632275,1.317608854,1.652256859,4.536486181,5.039588385,0.000129157,0.038488999,0,0,0
164,4803.379851,09-25-2013 17:20:42,1560.745639,10,1,2.600104809,3.491518736,1.339286877,1.652256859,4.612130412,5.039588385,0.000160931,0.038488999,0,0,0
